helmet, What does the object look like?, The object is typically rounded or oval in shape., Shape:0.8,Egg:0.7,Sphere:0.6,Fruit:, Shape:0.38095238095238093,Egg:0.3333333333333333,Sphere:0.2857142857142857, information_gain: 27.631021115928547, remaining_turns: 4
, arms, What does the object look like?, The object is long and thin., Long:0.9, Thin:0.8, Object:0.7, Shape:, Long:0.37499999999999994,Thin:0.3333333333333333,Object:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 5
, arms, What is the object's purpose?, The object's purpose is to hold or carry things., Hold:0.9, Carry:0.9, Object:0.7, Purpose:, Hold:0.36,Carry:0.36,Object:0.27999999999999997, information_gain: 10.596481700596454, remaining_turns: 4
, arms, What material is the object made of?, The object is made of flesh and bone., Flesh:0.9, Bone:0.9, Object:0.7, Material, Flesh:0.36,Bone:0.36,Object:0.27999999999999997, information_gain: 10.596481700596454, remaining_turns: 3
, arms, Is the object a part of an animal's body?, yes., Yes:0.9, Animal:0.8, Object:0.7, Body:, Yes:0.37499999999999994,Animal:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, arms, What type of animal does the object belong to?, The object belongs to a human., Human:0.9, Animal:0.8, Object:0.7, Body:, Human:0.37499999999999994,Animal:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, arms, I'm going to guess that the object is a human arm.?, Correct., Arm:1.0, Human:0.9, Correct:0.7, Object:, Arm:0.3846153846153847,Human:0.3461538461538462,Correct:0.2692307692307693, information_gain: 6.619299238778907, remaining_turns: 0
, surfboard, What does the object look like?, The object is long and flat with a pointed end., Long:0.9, Flat:0.8, Pointed:0.8, Object, Long:0.36,Flat:0.32,Pointed:0.32, information_gain: 27.631021115928547, remaining_turns: 3
, surfboard, What is the object's primary function?, The object's primary function is to allow a person to ride on waves., Waves:0.9, Ride:0.8, Object:0.7, Function:, Waves:0.37499999999999994,Ride:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, surfboard, What is the object made of?, Fiberglass., Fiberglass:0.9, Object:0.7, Material:0.6, Waves, Fiberglass:0.40909090909090906,Object:0.3181818181818181,Material:0.2727272727272727, information_gain: 7.419469092716977, remaining_turns: 1
, surfboard, Is my guess that the object is a surfboard correct?, Correct., Surfboard:1.0, Correct:0.9, Object:0.7, Waves, Surfboard:0.3846153846153847,Correct:0.3461538461538462,Object:0.2692307692307693, information_gain: 7.084441397037906, remaining_turns: 0
, gunnysack, What is the general shape of the object?, The general shape of the object is a bag., Bag:0.9, Shape:0.8, Object:0.7, General, Bag:0.37499999999999994,Shape:0.3333333333333333,Object:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 5
, gunnysack, What is the object used for?, The object is used for carrying things., Carry:0.9, Object:0.8, Bag:0.7, Things:, Carry:0.37499999999999994,Object:0.3333333333333333,Bag:0.29166666666666663, information_gain: 5.683815910346625, remaining_turns: 4
, gunnysack, What size is the object?, The object is typically around 3 to 4 feet in length and about 1 to 2 feet in width., Feet:0.9, Length:0.8, Width:0.8, Object:, Feet:0.36,Length:0.32,Width:0.32, information_gain: 6.736172030121719, remaining_turns: 3
, gunnysack, What material is the object made of?, The object is made of burlap., Burlap:0.9, Object:0.7, Material:0.6,, Burlap:0.40909090909090906,Object:0.3181818181818181,Material:0.2727272727272727, information_gain: 7.419469092716977, remaining_turns: 2
, gunnysack, What kind of things is the object used to carry?, The object is used to carry potatoes and other vegetables., Potatoes:0.9, Vegetables:0.9, Carry:0.7, Object, Potatoes:0.36,Vegetables:0.36,Carry:0.27999999999999997, information_gain: 11.48324235964389, remaining_turns: 1
, gunnysack, I'm going to take a guess that the object is a burlap sack.?, Correct., Sack:1.0, Burlap:0.9, Correct:0.7, Sack:0.3846153846153847,Burlap:0.3461538461538462,Correct:0.2692307692307693, information_gain: 8.340084384052332, remaining_turns: 0
, statue, What is the general shape of the object?, The object is 3-dimensional., Dimensional:0.9, Object:0.7, Shape:0.6, General, Dimensional:0.40909090909090906,Object:0.3181818181818181,Shape:0.2727272727272727, information_gain: 27.631021115928547, remaining_turns: 5
, statue, What is the approximate size of the object?, The object is between 1 and 3 meters tall., Meters:0.9, Tall:0.8, Object:0.7, Size, Meters:0.37499999999999994,Tall:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 4
, statue, What is the object used for?, Decoration., Decoration:0.9, Object:0.8, Purpose:0.7,, Decoration:0.37499999999999994,Object:0.3333333333333333,Purpose:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, statue, What material is the object made of?, The object is made of stone., Stone:0.9, Object:0.7, Material:0.6, Decoration, Stone:0.40909090909090906,Object:0.3181818181818181,Material:0.2727272727272727, information_gain: 7.4194690927169775, remaining_turns: 2
, statue, Is the object man made?, Yes., Man-made:0.9, Object:0.7, Artificial:0.6,, Man-made:0.40909090909090906,Object:0.3181818181818181,Artificial:0.2727272727272727, information_gain: 7.419469092716977, remaining_turns: 1
, statue, I guess the object is a statue.?, Correct., Statue:1.0, Correct:0.9, Object:0.7, Stone, Statue:0.3846153846153847,Correct:0.3461538461538462,Object:0.2692307692307693, information_gain: 7.084441397037906, remaining_turns: 0
, scrapbook, What is the general shape of the object?, The object is rectangular in shape., Rectangular:0.9, Shape:0.8, Object:0.7, General, Rectangular:0.37499999999999994,Shape:0.3333333333333333,Object:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 7
, scrapbook, What is the size of the object?, The size of the object is variable., Variable:0.9, Size:0.8, Object:0.7, Rectangular, Variable:0.37499999999999994,Size:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 6
, scrapbook, What is the object used for?, The object is used for storing memories and mementos., Memories:0.9, Mementos:0.9, Object:0.7, Memories:0.36,Mementos:0.36,Object:0.27999999999999997, information_gain: 10.596481700596454, remaining_turns: 5
, scrapbook, What is the object made of?, The object is made of paper and glue and other materials., Paper:0.9, Glue:0.9, Object:0.7, Material, Paper:0.36,Glue:0.36,Object:0.27999999999999997, information_gain: 10.596481700596454, remaining_turns: 4
, scrapbook, What color is the object?, The object is multicolored., Multicolored:0.9, Object:0.7, Color:0.6, Paper, Multicolored:0.40909090909090906,Object:0.3181818181818181,Color:0.2727272727272727, information_gain: 7.419469092716978, remaining_turns: 3
, scrapbook, Is the object man made?, Yes., Man-made:0.9, Object:0.7, Artificial:0.6,, Man-made:0.40909090909090906,Object:0.3181818181818181,Artificial:0.2727272727272727, information_gain: 7.419469092716977, remaining_turns: 2
, scrapbook, What is the purpose of the object's multicolored nature?, The multicolored nature of the object is for aesthetic appeal and to make it visually interesting and personal., Aesthetic:0.9, Visual:0.9, Object:0.7, Mult, Aesthetic:0.36,Visual:0.36,Object:0.27999999999999997, information_gain: 10.596481700596454, remaining_turns: 1
, candle, What is the size of the object you are thinking of?, The object I am thinking of can be small., Small:0.9, Object:0.7, Size:0.6, Multicolored, Small:0.40909090909090906,Object:0.3181818181818181,Size:0.2727272727272727, information_gain: 27.631021115928547, remaining_turns: 3
, candle, What is the shape of the object you are thinking of?, The shape of the object I am thinking of is cylindrical., Cylindrical:0.9, Object:0.7, Shape:0.6,, Cylindrical:0.40909090909090906,Object:0.3181818181818181,Shape:0.2727272727272727, information_gain: 7.419469092716977, remaining_turns: 2
, candle, What is the object you are thinking of?, I am thinking of a candle., Candle:1.0, Object:0.7, Cylindrical:0.6,, Candle:0.4347826086956522,Object:0.30434782608695654,Cylindrical:0.2608695652173913, information_gain: 7.357198497294055, remaining_turns: 1
, candle, Is the object you are thinking of a candle?, Correct., Candle:1.0, Correct:0.9, Object:0.7,, Candle:0.3846153846153847,Correct:0.3461538461538462,Object:0.2692307692307693, information_gain: 0.011771670625847833, remaining_turns: 0
, pantyhose, What is the general shape of the object?, The object is generally tubular., Tubular:0.9, Object:0.7, Shape:0.6, General, Tubular:0.40909090909090906,Object:0.3181818181818181,Shape:0.2727272727272727, information_gain: 27.631021115928547, remaining_turns: 5
, pantyhose, What is the material the object is made of?, The object is made of synthetic material., Synthetic:0.9, Object:0.7, Material:0.6, Tubular, Synthetic:0.40909090909090906,Object:0.3181818181818181,Material:0.2727272727272727, information_gain: 7.419469092716977, remaining_turns: 4
, pantyhose, What is the object used for?, The object is used for covering the legs., Legs:0.9, Covering:0.8, Object:0.7, Tubular, Legs:0.37499999999999994,Covering:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, pantyhose, Is the object clothing?, yes., Clothing:0.9, Yes:0.8, Object:0.7, Legs:, Clothing:0.37499999999999994,Yes:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, pantyhose, What type of clothing is the object?, It is a type of hosiery., Hosiery:0.9, Clothing:0.8, Object:0.7, Legs, Hosiery:0.37499999999999994,Clothing:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.506378346509651, remaining_turns: 1
, pantyhose, My guess is that the object is a pair of tights.?, Correct., Tights:1.0, Correct:0.9, Object:0.7, H, Tights:0.3846153846153847,Correct:0.3461538461538462,Object:0.2692307692307693, information_gain: 7.084441397037906, remaining_turns: 0
, parachute, What is the general size of the object?, The object is usually large enough to cover a person., Cover:0.9, Person:0.8, Object:0.7, Large:, Cover:0.37499999999999994,Person:0.3333333333333333,Object:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 3
, parachute, What is the object's purpose?, The object's purpose is to slow the fall of an object or person through the air., Fall:0.9, Slow:0.8, Object:0.7, Person:, Fall:0.37499999999999994,Slow:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, parachute, What is the object made of?, The object is made of nylon., Nylon:0.9, Object:0.7, Material:0.6, Fall, Nylon:0.40909090909090906,Object:0.3181818181818181,Material:0.2727272727272727, information_gain: 7.419469092716977, remaining_turns: 1
, bodice, What is the general size of the object?, The general size of the object is something that can be held in one's hands., Hands:0.9, Hold:0.8, Object:0.7, Size:, Hands:0.37499999999999994,Hold:0.3333333333333333,Object:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 8
, bodice, What is the object's shape?, The object is a curved shape., Curved:0.9, Shape:0.8, Object:0.7, Hands, Curved:0.37499999999999994,Shape:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 7
, bodice, What is the object's function or purpose?, The object's function is to cover or support the upper body., Cover:0.9, Support:0.8, Body:0.7, Object:, Cover:0.37499999999999994,Support:0.3333333333333333,Body:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 6
, bodice, What is the object made of?, The object is made of fabric., Fabric:0.9, Object:0.7, Material:0.6, Body:, Fabric:0.40909090909090906,Object:0.3181818181818181,Material:0.2727272727272727, information_gain: 7.4194690927169775, remaining_turns: 5
, bodice, Is the object a piece of clothing?, Yes., Clothing:0.9, Yes:0.8, Object:0.7, Fabric, Clothing:0.37499999999999994,Yes:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 4
, bodice, What type of clothing is the object?, The object is a type of top., Top:0.9, Clothing:0.8, Object:0.7, Fabric, Top:0.37499999999999994,Clothing:0.3333333333333333,Object:0.29166666666666663, information_gain: 6.506378346509651, remaining_turns: 3
, bodice, I'm going to take a guess that the object is a shirt.?, No., Shirt:-1.0, Object:0.7, Guess:-0.6, Top:-, Not Shirt:0.4347826086956522,Object:0.30434782608695654,Not Guess:0.2608695652173913, information_gain: 7.759626652339472, remaining_turns: 2
, bodice, What is the object's style or design?, The object's style or design is typically considered to be feminine., Feminine:0.9, Object:0.7, Style:0.6,, Feminine:0.40909090909090906,Object:0.3181818181818181,Style:0.2727272727272727, information_gain: 7.419469092716978, remaining_turns: 1
