secret,turn_index,question,label
paintball,37,Is the object used in printmaking?,Function
paintball,38,Is the object used in a type of art that involves working with fabric or textiles?,Category
paintball,39,Is the object used in a type of art that involves working with paper or cardboard?,Category
paintball,40,Is the object used in a type of art that involves working with clay or ceramics?,Category
paintball,41,Is the object used in a type of art that involves working with metal or jewelry?,Category
paintball,42,Is the object used in a type of art that involves working with wood or woodworking?,Category
paintball,43,Is the object used in a type of art that involves working with glass or glassblowing?,Category
paintball,44,Is the object used in mixed media or collage art?,Function
paintball,45,Is the object used in a type of art that involves working with leather or leathercraft?,Category
paintball,46,Is the object used in a type of art that involves working with mosaics or tile work?,Category
paintball,47,Is the object used in a type of art that involves working with stone or stone carving?,Category
paintball,48,Is the object used in a type of art that involves working with paper mache or papier-mâché?,Category
paintball,49,Is the object used in a type of art that involves working with weaving or fiber art?,Category
paintball,50,Is the object used in a type of art that involves working with embroidery or needlework?,Category
paintbox,1,Is the object you are thinking of something that can be held in your hand?,Attribute
paintbox,2,Is the object man-made?,Category
paintbox,3,Does the object have buttons or controls that you can press?,Attribute
paintbox,4,Is the object used for eating or drinking?,Function
paintbox,5,Is the object made primarily of plastic?,Attribute
paintbox,6,Is the object a toy?,Category
paintbox,7,Is the object a ball?,Direct
paintbox,8,Is the object used by only children?,Function
paintbox,9,Is the object a figurine?,Category
paintbox,10,Does the object have moving parts?,Attribute
paintbox,11,Is the object a car?,Direct
paintbox,12,Is the object an action figure?,Category
paintbox,13,Is the object a robot?,Direct
paintbox,14,Is the object a puzzle?,Direct
paintbox,15,Is the object a stuffed animal?,Category
paintbox,16,Is the object electronic?,Category
paintbox,17,Is the object a yo-yo?,Direct
paintbox,18,Does the object make a noise?,Attribute
paintbox,19,Is the object a fidget toy?,Category
paintbox,20,Is the object a kaleidoscope?,Direct
paintbox,21,Is the object a top?,Direct
paintbox,22,Is the object a slinky?,Direct
paintbox,23,Is the object a jump rope?,Direct
paintbox,24,Is the object a Frisbee?,Direct
paintbox,25,Is the object a hula hoop?,Direct
paintbox,26,Does the object have wheels?,Attribute
paintbox,27,Is the object a stress ball?,Direct
paintbox,28,Is the object a rubber chicken?,Direct
paintbox,29,Is the object a whoopee cushion?,Direct
paintbox,30,Is the object a finger puppet?,Direct
paintbox,31,Is the object a pinwheel?,Direct
paintbox,32,Is the object a marionette?,Direct
paintbox,33,Is the object a magic wand?,Direct
paintbox,34,Is the object a balloon?,Direct
paintbox,35,Is the object a kite?,Direct
paintbox,36,Is the object a harmonica?,Direct
paintbox,37,Is the object a bubble wand?,Direct
paintbox,38,Is the object a sidewalk chalk?,Direct
paintbox,39,Is the object a playdough?,Direct
paintbox,40,Is the object a toy phone?,Category
paintbox,41,Is the object a walkie talkie toy?,Category
paintbox,42,Is the object a toy camera?,Direct
paintbox,43,Is the object a building toy?,Category
paintbox,44,Is the object a Mr. Potato Head?,Direct
paintbox,45,Is the object a toy sword?,Direct
paintbox,46,Is the object a water gun?,Direct
paintbox,47,Is the object a Nerf gun?,Direct
paintbox,48,Is the object a toy airplane?,Direct
paintbox,49,Is the object a toy boat?,Direct
paintbox,50,Is the object a toy train?,Direct
paintbrush,1,Is the object you are thinking of something that can be held in one's hand?,Attribute
paintbrush,2,Is the object man-made?,Category
paintbrush,3,Does the object have moving parts?,Attribute
paintbrush,4,Is the object used for a specific purpose or function?,Function
paintbrush,5,Is the object used for a purpose that involves food or drink?,Function
paintbrush,6,Is the object used for a purpose that involves personal grooming or hygiene?,Function
paintbrush,7,Is the object electronic?,Category
paintbrush,8,Is the object made primarily of plastic?,Attribute
paintbrush,9,I'm going to guess that the object is a comb.?,Direct
paintbrush,10,Does the object have a distinct or unusual shape?,Attribute
paintbrush,11,Is the object used for a purpose that involves a child or baby?,Function
paintbrush,12,Is the object used for recreational or entertainment purposes?,Function
paintbrush,13,Is the object commonly found in an office or workspace?,Location
paintbrush,14,I'm going to guess that the object is a paperweight.?,Direct
paintbrush,15,Is the object used to organize or hold something?,Function
paintbrush,16,Is the object used for writing or drawing?,Function
paintbrush,17,I'm going to guess that the object is a pen.?,Direct
paintbrush,18,Is the object used to correct mistakes made while writing or drawing?,Function
paintbrush,19,Is the object used to apply color or pigment?,Function
paintbrush,20,I'm going to guess that the object is a highlighter.?,Direct
paintbrush,21,Is the object used to apply color or pigment in a more precise or detailed way?,Function
paintbrush,22,I'm going to guess that the object is a colored pencil.?,Direct
paintbrush,23,Does the object have a tip or point that comes into contact with the writing surface?,Attribute
paintbrush,24,I'm going to guess that the object is a marker.?,Direct
paintbrush,25,Is the object disposable?,Attribute
paintbrush,26,I'm going to guess that the object is a crayon.?,Direct
paintbrush,27,Does the object have a removable cap or covering?,Attribute
paintbrush,28,"Is the object relatively small in size, typically less than 6 inches in length?",Attribute
paintbrush,29,I'm going to guess that the object is a pastel.?,Direct
paintbrush,30,Does the object have a wax-based composition?,Attribute
paintbrush,31,Is the object commonly used by artists or designers?,Function
paintbrush,32,I'm going to guess that the object is a paintbrush.?,Direct
painting,1,Is the object you are thinking of something that can be held in your hand?,Attribute
painting,2,Is the object man-made?,Category
painting,3,Is the object used for transportation?,Function
painting,4,Is the object used for entertainment?,Function
painting,5,Is the object electronic?,Category
painting,6,Is the object a type of stage or performance venue?,Category
painting,7,Is the object a game?,Category
painting,8,Is the object a book?,Direct
painting,9,Is the object a movie theater screen?,Direct
painting,10,Is the object a painting?,Direct
pajama,1,"What is the general category of the object you are thinking of, is it man made or naturally occurring?",Category
pajama,2,Is the object you are thinking of something that can be held in your hand?,Attribute
pajama,3,Does the object you are thinking of have buttons or controls of any kind?,Attribute
pajama,4,Is the object you are thinking of made primarily of plastic?,Attribute
pajama,5,Is the object you are thinking of used for a specific task or function?,Function
pajama,6,Is the object you are thinking of related to food or drink in any way?,Category
pajama,7,Is the object you are thinking of used for personal grooming or hygiene?,Function
pajama,8,Is the object you are thinking of made primarily of metal?,Attribute
pajama,9,"Is the object you are thinking of used for entertainment, such as a game or a toy?",Function
pajama,10,Is the object you are thinking of related to writing or drawing in any way?,Function
pajama,11,Is the object you are thinking of made of fabric or textile?,Attribute
pajama,12,Is the object you are thinking of a piece of clothing?,Category
pajama,13,Is the object you are thinking of a sock?,Direct
pajama,14,Is the object you are thinking of a hat?,Direct
pajama,15,Is the object you are thinking of a scarf?,Direct
pajama,16,Is the object you are thinking of a glove?,Category
pajama,17,Is the object you are thinking of a shirt?,Direct
pajama,18,Is the object you are thinking of a t-shirt?,Direct
pajama,19,Is the object you are thinking of a dress shirt?,Category
pajama,20,Is the object you are thinking of a tank top?,Direct
pajama,21,Is the object you are thinking of a sweater?,Direct
pajama,22,Is the object you are thinking of a jacket?,Direct
pajama,23,Is the object you are thinking of a button down shirt?,Direct
pajama,24,Is the object you are thinking of a polo shirt?,Direct
pajama,25,Is the object you are thinking of a flannel shirt?,Direct
pajama,26,Is the object you are thinking of a work shirt?,Category
pajama,27,Is the object you are thinking of a blouse?,Direct
pajama,28,Is the object you are thinking of a Henley shirt?,Direct
pajama,29,Is the object you are thinking of a thermal shirt?,Category
pajama,30,Is the object you are thinking of a long sleeve shirt?,Category
pajama,31,Is the object you are thinking of a short sleeve shirt?,Category
pajama,32,Is the object you are thinking of a rugby shirt?,Direct
pajama,33,Is the object you are thinking of a casual shirt?,Category
pajama,34,Is the object you are thinking of a sports jersey?,Category
pajama,35,Is the object you are thinking of a uniform shirt?,Category
pajama,36,Is the object you are thinking of a dress shirt with a collar?,Attribute
pajama,37,Is the object you are thinking of a collared shirt?,Category
pajama,38,Is the object you are thinking of a peasant shirt?,Direct
